 Descriptor,Time,Date,Day of Week,Police Report,Lighting Conditions,Municipality,Collision Type Descriptor,County Name,Road Descriptor,Weather Conditions,Traffic Control Device,Road Surface Conditions,Pedestrian Bicyclist Action,Event Descriptor,Number of Vehicles Involved 
 Accident,8:32,04/02/2014,Wednesday,Y,Daylight,KINGS,Unknown,KINGS,Straight and Level,Cloudy,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,3:20,01/11/2014,Saturday,Y,Dark-Road Lighted,MIDDLETOWN,OTHER,ORANGE,Straight and Grade,Sleet/Hail/Freezing Rain,Stop Sign,Snow/Ice,Not Applicable,"Other Fixed Object*, Collision With Fixed Object",1
 Damage Accident,14:23,01/07/2014,Tuesday,Y,Daylight,WATERTOWN,REAR END,JEFFERSON,Straight and Level,Snow,None,Snow/Ice,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,16:00,10/08/2014,Wednesday,Y,Daylight,RICHMOND,RIGHT ANGLE,RICHMOND,Straight at Hill Crest,Clear,Stop Sign,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,16:48,08/15/2014,Friday,Y,Daylight,HARRISON,REAR END,WESTCHESTER,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,17:00,07/31/2014,Thursday,Y,Daylight,NORTH HEMPSTEAD,OTHER,NASSAU,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",3
 Damage Accident,14:42,01/04/2014,Saturday,Y,Daylight,NEW YORK,Unknown,NEW YORK,Straight and Level,Snow,None,Snow/Ice,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,18:00,02/08/2014,Saturday,Y,Dark-Road Unlighted,HUME,OTHER,ALLEGANY,Straight and Grade,Cloudy,No Passing Zone,Dry,Not Applicable,Deer,1
 Damage Accident,2:42,01/16/2014,Thursday,Y,Dark-Road Lighted,HAMBURG,OTHER,ERIE,Straight and Level,Snow,None,Snow/Ice,Not Applicable,Deer,1
 Damage Accident,17:20,09/26/2014,Friday,N,Daylight,NEW YORK,Unknown,NEW YORK,Straight and Level,Clear,Other,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,18:45,06/20/2014,Friday,N,Daylight,BROOKHAVEN,OVERTAKING,SUFFOLK,Straight and Level,Clear,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,9:00,11/24/2014,Monday,Y,Daylight,HEMPSTEAD,REAR END,NASSAU,Straight and Level,Rain,None,Wet,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,9:00,01/28/2014,Tuesday,Y,Daylight,ISLIP,OTHER,SUFFOLK,Straight and Level,Cloudy,None,Dry,Not Applicable,"Light Support/Utility Pole, Collision With Fixed Object",1
 Damage Accident,6:20,09/11/2014,Thursday,Y,Dawn,AMSTERDAM,OTHER,MONTGOMERY,Straight and Level,Rain,No Passing Zone,Wet,Not Applicable,Deer,1
 Damage Accident,12:15,08/29/2014,Friday,Y,Daylight,BATAVIA,REAR END,GENESEE,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,17:06,11/04/2014,Tuesday,Y,Dark-Road Unlighted,PERRYSBURG,OTHER,CATTARAUGUS,Straight and Grade,Clear,None,Dry,Not Applicable,Deer,1
 Accident,11:00,06/05/2014,Thursday,N,Unknown,BRONX,RIGHT TURN (5),BRONX,Unknown,Unknown,Unknown,Unknown,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,21:30,05/18/2014,Sunday,Y,Dark-Road Unlighted,NEW LEBANON,OTHER,COLUMBIA,Curve and Level,Cloudy,None,Dry,Not Applicable,Deer,1
 Damage Accident,15:29,04/12/2014,Saturday,Y,Daylight,NORTH SYRACUSE,RIGHT ANGLE,ONONDAGA,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,11:05,06/14/2014,Saturday,Y,Daylight,SOUTHOLD,REAR END,SUFFOLK,Straight and Level,Clear,No Passing Zone,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,11:26,11/09/2014,Sunday,Y,Daylight,VICTOR,OTHER,ONTARIO,Straight and Level,Cloudy,None,Dry,Not Applicable,Deer,1
 Damage Accident,15:32,11/28/2014,Friday,Y,Daylight,CLAY,RIGHT ANGLE,ONONDAGA,Straight and Level,Cloudy,Stop Sign,Wet,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage & Injury Accident,13:25,01/15/2014,Wednesday,Y,Daylight,VERONA,REAR END,ONEIDA,Straight and Level,Cloudy,Traffic Signal,Wet,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,16:15,02/25/2014,Tuesday,N,Daylight,KINGS,OTHER,KINGS,Straight and Level,Clear,Unknown,Dry,Not Applicable,"Other Motor Vehicle, Collision With",3
 Damage & Injury Accident,19:15,09/21/2014,Sunday,Y,Dark-Road Lighted,HEMPSTEAD,OTHER,NASSAU,Curve at Hill Crest,Cloudy,None,Dry,Not Applicable,"Curbing, Collision With Fixed Object",1
 Damage Accident,11:45,12/23/2014,Tuesday,Y,Daylight,BROOKHAVEN,RIGHT TURN (5),SUFFOLK,Straight and Level,Cloudy,Stop Sign,Wet,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage & Injury Accident,11:30,06/29/2014,Sunday,Y,Daylight,SLYVAN BEACH,OTHER,ONEIDA,Straight and Level,Clear,No Passing Zone,Dry,Not Applicable,"Other Motor Vehicle, Collision With",3
 Damage Accident,11:30,06/02/2014,Monday,Y,Daylight,NIAGARA,RIGHT TURN (6),NIAGARA,Straight and Level,Cloudy,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,4:50,12/22/2014,Monday,N,Dark-Road Unlighted,ORANGETOWN,OTHER,ROCKLAND,Straight and Level,Clear,None,Dry,Not Applicable,Deer,1
 Damage Accident,1:11,10/25/2014,Saturday,Y,Dark-Road Lighted,BUFFALO,OTHER,ERIE,Straight and Level,Clear,None,Dry,Not Applicable,"Other Object (Not Fixed)*, Collision With",1
 Damage Accident,11:50,12/14/2014,Sunday,N,Daylight,BRIGHTON,REAR END,MONROE,Straight and Level,Cloudy,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,14:45,12/04/2014,Thursday,Y,Daylight,BRONX,REAR END,BRONX,Straight and Level,Cloudy,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,20:32,04/08/2014,Tuesday,Y,Dark-Road Lighted,BRONX,REAR END,BRONX,Straight and Level,Clear,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,13:52,05/12/2014,Monday,Y,Daylight,FALCONER,OVERTAKING,CHAUTAUQUA,Straight and Level,Cloudy,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,7:59,11/13/2014,Thursday,Y,Daylight,NEW YORK,OTHER,NEW YORK,Straight and Level,Clear,Traffic Signal,Dry,Other Actions in Roadway,"Pedestrian, Collision With",1
 Damage Accident,21:25,11/10/2014,Monday,Y,Dark-Road Unlighted,TULLY,OTHER,ONONDAGA,Curve and Level,Clear,None,Dry,Not Applicable,"Guide Rail - Not At End, Collision With Fixed Object",1
 Damage Accident,13:30,04/26/2014,Saturday,N,Unknown,QUEENS,Unknown,QUEENS,Unknown,Unknown,Unknown,Unknown,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,15:04,09/04/2014,Thursday,Y,Daylight,BROOKHAVEN,Unknown,SUFFOLK,Curve and Grade,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage & Injury Accident,21:45,09/23/2014,Tuesday,N,Unknown,FREEPORT,REAR END,NASSAU,Unknown,Unknown,Unknown,Unknown,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,9:31,08/12/2014,Tuesday,Y,Daylight,BINGHAMTON,LEFT TURN (3),BROOME,Straight and Level,Rain,None,Wet,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage & Injury Accident,17:20,11/09/2014,Sunday,Y,Dark-Road Lighted,ULSTER,REAR END,ULSTER,Straight and Level,Cloudy,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,14:15,03/07/2014,Friday,N,Daylight,NEW YORK,REAR END,NEW YORK,Straight and Level,Clear,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,12:56,10/16/2014,Thursday,Y,Daylight,EASTCHESTER,REAR END,WESTCHESTER,Curve and Level,Cloudy,Traffic Signal,Wet,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,8:34,12/04/2014,Thursday,Y,Daylight,BRONX,RIGHT ANGLE,BRONX,Straight and Level,Clear,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,16:30,01/29/2014,Wednesday,Y,Daylight,QUEENS,Unknown,QUEENS,Straight and Level,Clear,Stop Sign,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,9:53,09/03/2014,Wednesday,Y,Daylight,TRUMANSBURG,REAR END,TOMPKINS,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,16:10,11/01/2014,Saturday,N,Daylight,NEW YORK,OTHER,NEW YORK,Straight and Grade,Rain,Unknown,Wet,Not Applicable,"Other*, Non-Collision",1
 Damage Accident,0:00,06/13/2014,Friday,N,Unknown,FAYETTE,OTHER,SENECA,Unknown,Unknown,Unknown,Unknown,Not Applicable,"Other*, Non-Collision",1
 Damage & Injury Accident,13:20,03/16/2014,Sunday,Y,Daylight,YORKTOWN,OTHER,WESTCHESTER,Straight and Level,Cloudy,None,Dry,Not Applicable,"Guide Rail - Not At End, Collision With Fixed Object",1
 Damage & Injury Accident,16:17,06/27/2014,Friday,Y,Daylight,GATES,REAR END,MONROE,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage & Injury Accident,22:28,07/20/2014,Sunday,Y,Dark-Road Unlighted,IRVINGTON,OTHER,WESTCHESTER,Curve and Grade,Clear,None,Dry,Not Applicable,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
 Damage & Injury Accident,16:45,04/21/2014,Monday,Y,Daylight,QUEENS,LEFT TURN (3),QUEENS,Straight and Level,Clear,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,23:00,12/21/2014,Sunday,N,Dark-Road Lighted,BRONX,REAR END,BRONX,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,17:40,11/14/2014,Friday,Y,Dark-Road Lighted,NEW YORK,OVERTAKING,NEW YORK,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage & Injury Accident,12:35,04/16/2014,Wednesday,Y,Daylight,POUGHKEEPSIE,OTHER,DUTCHESS,Straight and Level,Clear,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",3
 Damage & Injury Accident,16:42,08/13/2014,Wednesday,Y,Daylight,GLENVILLE,OTHER,SCHENECTADY,Straight and Level,Rain,None,Wet,Not Applicable,"Other Motor Vehicle, Collision With",3
 Damage Accident,11:12,06/25/2014,Wednesday,Y,Daylight,NEW HARTFORD,RIGHT ANGLE,ONEIDA,Straight and Level,Rain,None,Wet,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,9:00,09/08/2014,Monday,Y,Daylight,QUEENS,OTHER,QUEENS,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",3
 Damage Accident,0:09,12/17/2014,Wednesday,Y,Dark-Road Lighted,MALTA,OTHER,SARATOGA,Straight and Level,Cloudy,None,Wet,Not Applicable,"Snow Embankment, Collision With Fixed Object",1
 Accident,16:20,10/17/2014,Friday,Y,Daylight,KINGS,OTHER,KINGS,Straight and Level,Clear,None,Dry,"Crossing, No Signal or Crosswalk","Pedestrian, Collision With",1
 Damage & Injury Accident,18:36,11/12/2014,Wednesday,Y,Dark-Road Lighted,SMITHTOWN,REAR END,SUFFOLK,Straight and Level,Cloudy,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,12:15,08/24/2014,Sunday,Y,Daylight,QUEENS,Unknown,QUEENS,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage & Injury Accident,8:30,03/17/2014,Monday,Y,Daylight,QUEENS,OTHER,QUEENS,Straight and Level,Cloudy,None,Dry,Not Applicable,"Building/Wall, Collision With Fixed Object",1
 Accident,22:20,07/27/2014,Sunday,Y,Dark-Road Lighted,OYSTER BAY,OTHER,NASSAU,Curve and Level,Clear,None,Dry,Not Applicable,"Tree, Collision With Fixed Object",1
 Damage Accident,14:00,01/25/2014,Saturday,Y,Daylight,OLIVE,OTHER,ULSTER,Straight and Grade,Snow,No Passing Zone,Snow/Ice,Not Applicable,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
 Damage Accident,11:20,10/28/2014,Tuesday,Y,Daylight,HEMPSTEAD,RIGHT TURN (6),NASSAU,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,21:38,11/26/2014,Wednesday,Y,Dark-Road Lighted,GLENS FALLS,SIDESWIPE,WARREN,Straight and Level,Snow,None,Snow/Ice,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,13:26,12/26/2014,Friday,Y,Daylight,MAMAKATING,OTHER,SULLIVAN,Curve and Level,Clear,None,Dry,Not Applicable,"Guide Rail - Not At End, Collision With Fixed Object",1
 Damage Accident,12:35,10/04/2014,Saturday,Y,Daylight,ROCHESTER,LEFT TURN (0),MONROE,Straight and Level,Clear,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,13:27,01/08/2014,Wednesday,Y,Daylight,CLARKSTOWN,REAR END,ROCKLAND,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,13:00,11/26/2014,Wednesday,N,Daylight,SCIO,OTHER,ALLEGANY,Straight and Grade,Cloudy,None,Wet,Not Applicable,Deer,1
 Damage Accident,13:44,09/06/2014,Saturday,N,Daylight,QUEENS,Unknown,QUEENS,Straight and Level,Clear,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,15:55,06/14/2014,Saturday,N,Unknown,VESTAL,REAR END,BROOME,Unknown,Unknown,Unknown,Unknown,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,18:30,12/05/2014,Friday,Y,Dark-Road Unlighted,OYSTER BAY,OTHER,NASSAU,Straight and Grade,Rain,None,Wet,Not Applicable,"Building/Wall, Collision With Fixed Object",1
 Accident,21:54,09/09/2014,Tuesday,N,Dark-Road Lighted,BRONX,OTHER,BRONX,Straight and Level,Clear,None,Dry,Not Applicable,"Other*, Non-Collision",1
 Damage & Injury Accident,16:00,09/02/2014,Tuesday,Y,Daylight,NEW YORK,OTHER,NEW YORK,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",3
 Damage & Injury Accident,11:41,07/14/2014,Monday,Y,Daylight,EAST HAMPTON,OTHER,SUFFOLK,Straight and Level,Cloudy,No Passing Zone,Dry,Not Applicable,"Other Motor Vehicle, Collision With",4
 Damage Accident,14:45,01/14/2014,Tuesday,Y,Daylight,TUSTEN,OTHER,SULLIVAN,Straight and Grade,Rain,No Passing Zone,Wet,Not Applicable,"Other Motor Vehicle, Collision With",3
 Accident,7:55,01/28/2014,Tuesday,Y,Daylight,NEW YORK,OTHER,NEW YORK,Straight and Level,Clear,Traffic Signal,Dry,"Crossing, Against Signal","Pedestrian, Collision With",1
 Damage & Injury Accident,17:30,02/27/2014,Thursday,Y,Dusk,SANDY CREEK,REAR END,OSWEGO,Straight and Level,Snow,None,Snow/Ice,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,12:00,07/18/2014,Friday,N,Unknown,QUEENS,Unknown,QUEENS,Unknown,Unknown,Unknown,Unknown,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage & Injury Accident,14:40,08/29/2014,Friday,Y,Daylight,RYE BROOKE,LEFT TURN (3),WESTCHESTER,Straight and Level,Clear,Stop Sign,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,16:50,12/18/2014,Thursday,Y,Dark-Road Lighted,HEMPSTEAD,OTHER,NASSAU,Straight and Level,Clear,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",4
 Damage Accident,7:19,01/28/2014,Tuesday,Y,Daylight,ROTTERDAM,REAR END,SCHENECTADY,Straight and Level,Clear,No Passing Zone,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage & Injury Accident,22:18,02/04/2014,Tuesday,Y,Dark-Road Lighted,BROOKHAVEN,HEAD ON,SUFFOLK,Straight and Level,Cloudy,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,12:14,05/21/2014,Wednesday,Y,Daylight,YONKERS,Unknown,WESTCHESTER,Straight and Level,Cloudy,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,9:53,03/23/2014,Sunday,Y,Daylight,CHEEKTOWAGA,OTHER,ERIE,Straight and Level,Snow,None,Snow/Ice,Not Applicable,"Curbing, Collision With Fixed Object",1
 Damage Accident,21:20,04/24/2014,Thursday,Y,Dark-Road Lighted,ISLIP,RIGHT ANGLE,SUFFOLK,Straight and Level,Clear,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,14:57,11/17/2014,Monday,Y,Daylight,ROCHESTER,RIGHT ANGLE,MONROE,Straight and Level,Snow,None,Wet,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,12:15,08/27/2014,Wednesday,Y,Daylight,CANAAN,REAR END,COLUMBIA,Curve and Grade,Clear,No Passing Zone,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage & Injury Accident,0:35,04/12/2014,Saturday,Y,Dark-Road Lighted,MIDDLETOWN,LEFT TURN (0),ORANGE,Straight and Level,Rain,None,Wet,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,15:01,08/16/2014,Saturday,Y,Daylight,ROCHESTER,OTHER,MONROE,Straight and Level,Cloudy,None,Dry,Not Applicable,"Building/Wall, Collision With Fixed Object",1
 Damage & Injury Accident,8:32,06/17/2014,Tuesday,Y,Daylight,ISLIP,RIGHT ANGLE,SUFFOLK,Straight and Level,Cloudy,Stop Sign,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,7:30,04/29/2014,Tuesday,N,Unknown,NEW YORK,REAR END,NEW YORK,Unknown,Unknown,Unknown,Unknown,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage & Injury Accident,13:50,11/28/2014,Friday,Y,Daylight,LIVERPOOL,RIGHT ANGLE,ONONDAGA,Straight and Grade,Cloudy,Stop Sign,Wet,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,8:00,05/09/2014,Friday,Y,Daylight,NORTH HEMPSTEAD,REAR END,NASSAU,Straight and Level,Rain,None,Wet,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,18:51,02/04/2014,Tuesday,Y,Dark-Road Lighted,BUFFALO,Unknown,ERIE,Straight and Grade,Cloudy,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,20:06,11/05/2014,Wednesday,Y,Dark-Road Unlighted,ATTICA,OTHER,WYOMING,Curve and Level,Cloudy,No Passing Zone,Dry,Not Applicable,Deer,1
 Damage Accident,17:24,07/11/2014,Friday,Y,Daylight,AMHERST,OVERTAKING,ERIE,Straight and Level,Clear,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,6:10,02/12/2014,Wednesday,Y,Dark-Road Lighted,NEW YORK,Unknown,NEW YORK,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage & Injury Accident,13:10,03/20/2014,Thursday,Y,Daylight,KINGS,Unknown,KINGS,Straight and Level,Clear,None,Dry,Not Applicable,"Barrier, Collision With Fixed Object",2
 Damage Accident,7:15,03/24/2014,Monday,N,Unknown,NEW YORK,OVERTAKING,NEW YORK,Unknown,Unknown,Unknown,Unknown,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,15:45,01/13/2014,Monday,N,Daylight,ISLIP,Unknown,SUFFOLK,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,7:26,04/16/2014,Wednesday,Y,Daylight,SYRACUSE,OTHER,ONONDAGA,Straight and Grade,Cloudy,Traffic Signal,Snow/Ice,Not Applicable,"Other Motor Vehicle, Collision With",3
 Damage Accident,14:20,10/28/2014,Tuesday,Y,Daylight,BRONX,OTHER,BRONX,Straight and Level,Clear,None,Dry,Not Applicable,"Light Support/Utility Pole, Collision With Fixed Object",1
 Damage & Injury Accident,5:25,02/09/2014,Sunday,Y,Dark-Road Lighted,QUEENS,REAR END,QUEENS,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,15:40,04/28/2014,Monday,Y,Daylight,HEMPSTEAD,OVERTAKING,NASSAU,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,12:43,07/22/2014,Tuesday,Y,Daylight,SLOATSBURG,RIGHT TURN (5),ROCKLAND,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage & Injury Accident,11:40,06/06/2014,Friday,Y,Daylight,KINGS,REAR END,KINGS,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,6:29,03/04/2014,Tuesday,Y,Dawn,BUFFALO,OTHER,ERIE,Straight and Level,Clear,None,Snow/Ice,Not Applicable,"Building/Wall, Collision With Fixed Object",1
 Damage & Injury Accident,7:35,10/10/2014,Friday,Y,Daylight,HUNTINGTON,RIGHT ANGLE,SUFFOLK,Curve and Level,Clear,Stop Sign,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage & Injury Accident,17:55,03/10/2014,Monday,Y,Daylight,LEROY,OTHER,GENESEE,Straight and Level,Clear,None,Dry,Not Applicable,"Tree, Collision With Fixed Object",1
 Damage Accident,19:00,06/02/2014,Monday,Y,Daylight,BUSTI,REAR END,CHAUTAUQUA,Straight and Grade,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,13:30,05/20/2014,Tuesday,Y,Daylight,LAKE GROVE,OTHER,SUFFOLK,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",4
 Damage Accident,22:38,03/16/2014,Sunday,Y,Dark-Road Lighted,WATERTOWN,OTHER,JEFFERSON,Straight and Level,Cloudy,No Passing Zone,Dry,Not Applicable,"Barrier, Collision With Fixed Object",1
 Damage & Injury Accident,16:04,03/11/2014,Tuesday,Y,Daylight,ELMSFORD,LEFT TURN (3),WESTCHESTER,Straight and Level,Clear,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,11:20,02/19/2014,Wednesday,Y,Daylight,MENDON,OTHER,MONROE,Curve and Grade,Clear,None,Dry,Not Applicable,Deer,1
 Damage Accident,11:20,05/20/2014,Tuesday,Y,Daylight,IRONDEQUOIT,RIGHT ANGLE,MONROE,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,20:50,02/10/2014,Monday,Y,Dark-Road Lighted,MANLIUS,OVERTAKING,ONONDAGA,Straight and Grade,Clear,None,Wet,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,2:17,08/10/2014,Sunday,Y,Dark-Road Lighted,RAMAPO,OTHER,ROCKLAND,Curve and Level,Clear,Traffic Signal,Dry,"Crossing, No Signal or Crosswalk","Pedestrian, Collision With",1
